Hospitalizations from Hypertensive Diseases; Diabetes; and Arrhythmia in Relation to Low and High Temperatures: Population-Based Study.;/pubmed/27456033;Bai L, Li Q, Wang J, Lavigne E, Gasparrini A, Copes R, Yagouti A, Burnett RT, Goldberg MS, Villeneuve PJ, Cakmak S, Chen H.;Sci Rep. 2016 Jul 26;;;;;;;;;;;;;
Effectiveness of the influenza vaccine in preventing admission to hospital and death in people with type 2 diabetes.;/pubmed/27455981;Vamos EP, Pape UJ, Curcin V, Harris MJ, Valabhji J, Majeed A, Millett C.;CMAJ. 2016 Oct 4;;;;;;;;;;;;;;;
A 25-year-old woman with diabetes in custody.;/pubmed/27455978;Kouyoumdjian FG, Lai W, Orkin A, Pek B.;CMAJ. 2016 Dec 6;;;;;;;;;;;;;;;
Effects of the glucagon-like peptide-1 receptor agonist liraglutide on systolic function in patients with coronary artery disease and type 2 diabetes: a randomized double-blind placebo-controlled crossover study.;/pubmed/27455835;Kumarathurai P, Anholm C, Nielsen OW, Kristiansen OP, Mølvig J, Madsbad S, Haugaard SB, Sajadieh A.;Cardiovasc Diabetol. 2016 Jul 26;;;;;;;;;;;;;;;
[Zinc and type 2 diabetes].;/pubmed/27455802;Fukunaka A, Fujitani Y.;Nihon Rinsho. 2016 Jul;;;;;;;;;;;;;;;
[Dressings for treatment of foot ulcers in patients with diabetes mellitus].;/pubmed/27455783;Schiess C, Burgstaller M.;Pflege Z. 2016 Jun;;;;;;;;;;;;;;;
[Assessment of efficiency of the personalized therapy of patients with obesity and diabetes mellitus 2 types appointed on the basis of studying rs5219 polymorphism of KCNJ11 gene].;/pubmed/27455602;Lapik IA, Gapparova KM, Sharafetdinov KhKh, Sorokina EY, Sentsova TB, Plotnikova OA, Chekhonina YG.;Vopr Pitan. 2016;;;;;;;;;;;;;;;
Inflammations mediators and circulating levels of matrix metalloproteinases: Biomarkers of diabetes in Tunisians metabolic syndrome patients.;/pubmed/27455450;Zayani Y, El Golli N, Zidi W, Guizani I, Boussairi S, Aloui S, Ayadi I, Ftouhi B, Feki M, Ben Romdhane N, Ben Sliman H, Allal-Elasmi M, Kaabachi N.;Cytokine. 2016 Oct;;;;;;;;;;;;;;;
Study methodology and diabetes control in patients from the non-English diabetes management project (NEDMP).;/pubmed/27455413;Dirani M, Dang TM, Xie J, Gnanasekaran S, Nicolaou T, Rees G, Fenwick E, Lamoureux EL.;Clin Exp Ophthalmol. 2017 Mar;;;;;;;;;;;;;;;
Emerging Evidence for the Importance of Dietary Protein Source on Glucoregulatory Markers and Type 2 Diabetes: Different Effects of Dairy; Meat; Fish; Egg; and Plant Protein Foods.;/pubmed/27455320;Comerford KB, Pasin G.;Nutrients. 2016 Jul 23;;;;;;;;;;;
Impact of Diabetes-Specific Nutritional Formulas versus Oatmeal on Postprandial Glucose; Insulin; GLP-1 and Postprandial Lipidemia.;/pubmed/27455318;Mottalib A, Mohd-Yusof BN, Shehabeldin M, Pober DM, Mitri J, Hamdy O.;Nutrients. 2016 Jul 22;;;;;;;;;;;;;
For Diabetes Shared Savings Programs; 1 Year of Data Is Not Enough.;/pubmed/27455122;VanArsdale L, Curran-Everett D, Haugen H, Smith N, Atherly A.;Popul Health Manag. 2017 Apr;;;;;;;;;;;;;;
Frequency and factors associated with hepatitis C virus infection among patients with diabetes; Dammam; KSA.;/pubmed/27455081;Ba-Essa EM, Mobarak EI, Abd Elrahman S.;J Egypt Public Health Assoc. 2016 Jun;;;;;;;;;;;;;
[Association of GCKR gene polymorphisms and type 2 diabetes among ethnic Uygurs].;/pubmed/27455017;Ma Q, Wang L, Yao H, Zhu J, Wang S, Zhang X, Wang T, Ma Y, Su Y, Wang Z, Ding L.;Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2016 Aug;;;;;;;;;;;;;;;
[Rapid screening of MT3243A>G mutation in mitochondrial diabetes with high resolution melting curve analysis and pyrosequencing].;/pubmed/27454995;Wei X, Du X, Wang C, Yan J.;Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2016 Aug;;;;;;;;;;;;;;;
Immunoisolation of Human or Xenogeneic Insulin-Producing Cells: The Next Step for Treating Patients With Type 1 Diabetes?;/pubmed/27454914;Gianello P, Mourad NI, Cozzi E.;Transplantation. 2016 Aug;;;;;;;;;;;;;;;
Autoantibodies to post-translationally modified type I and II collagen in Charcot neuroarthropathy in subjects with type 2 diabetes mellitus.;/pubmed/27454862;Rizzo P, Pitocco D, Zaccardi F, Di Stasio E, Strollo R, Rizzi A, Scavone G, Costantini F, Galli M, Tinelli G, Flex A, Caputo S, Pozzilli P, Landolfi R, Ghirlanda G, Nissim A.;Diabetes Metab Res Rev. 2017 Feb;;;;;;;;;;;;;;;
Integrative Review on Adherence in Haitians With Diabetes.;/pubmed/27454836;Bivins BL.;Nurs Forum. 2016 Jul 25. doi: 10.1111/nuf.12176. [Epub ahead of print];Nurs Forum.  2016;PubMed;citation;PMID:27454836;pubmed;27454836;create date:2016/07/28 | first author:Bivins BL;;;;;;;;
The associations of maternal body mass index with birthweight and placental weight. Does maternal diabetes matter? A population study of 106 191 pregnancies.;/pubmed/27454190;Strøm-Roum EM, Tanbo TG, Eskild A.;Acta Obstet Gynecol Scand. 2016 Oct;;;;;;;;;;;;;;;
A Historical Retrospective Analysis of the Impact of Diabetes Quality Measure Attainment on Outcomes in Medicare Advantage Members.;/pubmed/27454110;Saundankar V, Ellis J, Moretz C, Meah Y, DeLuzio T, Allen E, Suehs BT, Bouchard J.;Popul Health Manag. 2017 Apr;;;;;;;;;;;;;;;
Altered Myokine Secretion Is an Intrinsic Property of Skeletal Muscle in Type 2 Diabetes.;/pubmed/27453994;Ciaraldi TP, Ryan AJ, Mudaliar SR, Henry RR.;PLoS One. 2016 Jul 25;;;;;;;;;;;;;;;
Pharmacokinetics and pharmacodynamics of insulin glargine 300 U/mL in the treatment of diabetes and their clinical relevance.;/pubmed/27453980;Owens DR.;Expert Opin Drug Metab Toxicol. 2016 Aug;;;;;;;;;;;;;;;
WHEN IT ALL GETS TO BE TOO MUCH: ADDRESSING DIABETES DISTRESS IN AFRICAN AMERICANS.;/pubmed/27453893;Akindana A, Owens-Gary M, Williams A.;AADE Pract. 2016 Jul;;;;;;;;;;;;;;;
Comment on the maternal and neonatal outcomes of gestational diabetes.;/pubmed/27453875;Majella MG, Naik BN, Mahalakshmy T, Chinnakali P.;J Family Med Prim Care. 2016 Jan-Mar;;;;;;;;;;;;;;;
An unusual case of adolescent type 2 diabetes mellitus: Prader-Willi syndrome.;/pubmed/27453871;Basheer R, Jalal MJ, Gomez R.;J Family Med Prim Care. 2016 Jan-Mar;;;;;;;;;;;;;;;
The association between Diabetes mellitus and Depression.;/pubmed/27453739;Bădescu SV, Tătaru C, Kobylinska L, Georgescu EL, Zahiu DM, Zăgrean AM, Zăgrean L.;J Med Life. 2016 Apr-Jun;;;;;;;;;;;;;;;
Hemoglobin A1c as screening for gestational diabetes mellitus in Nordic Caucasian women.;/pubmed/27453735;Odsæter IH, Åsberg A, Vanky E, Mørkved S, Stafne SN, Salvesen KÅ, Carlsen SM.;Diabetol Metab Syndr. 2016 Jul 22;;;;;;;;;;;;;;;
Title;URL;Description;Details;ShortDetails;Resource;Type;Identifiers;Db;EntrezUID;Properties;;;;;;;;
Challenges associated with insulin therapy progression among patients with type 2 diabetes: Latin American MOSAIc study baseline data.;/pubmed/27453733;Linetzky B, Curtis B, Frechtel G, Montenegro R Jr, Escalante Pulido M, Stempa O, de Lana JM, Gagliardino JJ.;Diabetol Metab Syndr. 2016 Jul 22;;;;;;;;;;;;;;;
"The ghrelin and leptin responses to short-term starvation vs a carbohydrate-free diet in men with type 2 diabetes; a controlled"; cross-over design study.;/pubmed/27453716;Nuttall FQ, Almokayyad RM, Gannon MC.;Nutr Metab (Lond). 2016 Jul 22;;;;;;;;;;;;;;
Reported appetite; taste and smell changes following Roux-en-Y gastric bypass and sleeve gastrectomy: Effect of gender; type 2 diabetes and relationship to post-operative weight loss.;/pubmed/27453553;Makaronidis JM, Neilson S, Cheung WH, Tymoszuk U, Pucci A, Finer N, Doyle J, Hashemi M, Elkalaawy M, Adamo M, Jenkinson A, Batterham RL.;Appetite. 2016 Dec 1;;;;;;;;;;;;;
Improving follow-up care for women with a history of gestational diabetes: perspectives of GPs and patients.;/pubmed/27453518;Pennington AV, O'Reilly SL, Young D, Dunbar JA.;Aust J Prim Health. 2016 Jul 25. doi: 10.1071/PY15177. [Epub ahead of print];Aust J Prim Health.  2016;PubMed;citation;PMID:27453518;pubmed;27453518;create date:2016/07/28 | first author:Pennington AV;;;;;;;;
Relationship between Arterial Stiffness and Blood Pressure Drop During the Sit-to-stand Test in Patients with Diabetes Mellitus.;/pubmed/27453255;Kobayashi Y, Fujikawa T, Kobayashi H, Sumida K, Suzuki S, Kagimoto M, Okuyama Y, Ehara Y, Katsumata M, Fujita M, Fujiwara A, Saka S, Yatsu K, Hashimoto T, Kuji T, Hirawa N, Toya Y, Yasuda G, Umemura S.;J Atheroscler Thromb. 2017 Feb 1;;;;;;;;;;;;;;;
Understanding the mode-of-action of Cassia auriculata via in silico and in vivo studies towards validating it as a long term therapy for type II diabetes.;/pubmed/27452659;Mohd Fauzi F, John CM, Karunanidhi A, Mussa HY, Ramasamy R, Adam A, Bender A.;J Ethnopharmacol. 2017 Feb 2;;;;;;;;;;;;;;;
Telomere homeostasis in placentas from pregnancies with uncontrolled diabetes.;/pubmed/27452433;Biron-Shental T, Liberman M, Elbaz M, Laish I, Sharony R, Amiel A.;Placenta. 2016 Aug;;;;;;;;;;;;;;;
Testosterone undecanoate improves lipid profile in patients with type 1 diabetes and hypogonadotrophic hypogonadism.;/pubmed/27452372;Chillarón JJ, Fernández-Miró M, Albareda M, Fontserè S, Colom C, Vila L, Pedro-Botet J, Flores Le-Roux JA.;Endocr J. 2016 Sep 30;;;;;;;;;;;;;;;
Increased levels of inflammatory mediators and proinflammatory monocytes in patients with type I diabetes mellitus and nephropathy.;/pubmed/27452162;Kolseth IB, Reine TM, Parker K, Sudworth A, Witczak BJ, Jenssen TG, Kolset SO.;J Diabetes Complications. 2017 Jan;;;;;;;;;;;;;;;
Statins; familial hypercholesterolemia; and type 2 diabetes.;/pubmed/27452159;Reaven GM.;J Intern Med. 2016 Oct;;;;;;;;;;;;;
Pharmacist-physician collaborative care model for patients with uncontrolled type 2 diabetes in Brazil: results from a randomized controlled trial.;/pubmed/27452158;Aguiar PM, da Silva CH, Chiann C, Dórea EL, Lyra DP Jr, Storpirtis S.;J Eval Clin Pract. 2016 Jul 25. doi: 10.1111/jep.12606. [Epub ahead of print];J Eval Clin Pract.  2016;PubMed;citation;PMID:27452158;pubmed;27452158;create date:2016/07/28 | first author:Aguiar PM;;;;;;;;
Effect of maternal body mass index and weight gain in women with gestational diabetes on the incidence of large-for-gestational-age infants.;/pubmed/27452152;Santos MJ, Fernandes V, Marques O, Pereira ML.;Diabetes Metab. 2016 Dec;;;;;;;;;;;;;;;
The Prevalence of Diabetes Mellitus and Routine Hemoglobin A1c Screening in Elective Total Joint Arthroplasty Patients.;/pubmed/27452137;Capozzi JD, Lepkowsky ER, Callari MM, Jordan ET, Koenig JA, Sirounian GH.;J Arthroplasty. 2017 Jan;;;;;;;;;;;;;;;
DLBS3233; a combined bioactive fraction of Cinnamomum burmanii and Lagerstroemia speciosa; in type-2 diabetes mellitus patients inadequately controlled by metformin and other oral antidiabetic agents.;/pubmed/27451997;Tjokroprawiro A, Murtiwi S, Tjandrawinata RR.;J Complement Integr Med. 2016 Dec 1;;;;;;;;;;;;;
Healthy and unhealthy dietary patterns are related to pre-diabetes: a case-control study.;/pubmed/27451983;Bagheri F, Siassi F, Koohdani F, Mahaki B, Qorbani M, Yavari P, Shaibu OM, Sotoudeh G.;Br J Nutr. 2016 Sep;;;;;;;;;;;;;;;
Deoxyribonucleic acid telomere length shortening can predict the incidence of non-alcoholic fatty liver disease in patients with type 2 diabetes mellitus.;/pubmed/27451965;Ping F, Li ZY, Lv K, Zhou MC, Dong YX, Sun Q, Li YX.;J Diabetes Investig. 2017 Mar;;;;;;;;;;;;;;;
Executive functions in patients with Alzheimer's disease; type 2 diabetes mellitus patients and cognitively healthy older adults.;/pubmed/27451340;Redondo MT, Beltrán-Brotóns JL, Reales JM, Ballesteros S.;Exp Gerontol. 2016 Oct;;;;;;;;;;;;;;
Body fat distribution; menopausal hormone therapy and incident type 2 diabetes in postmenopausal women of the MESA study.;/pubmed/27451334;Ebong IA, Watson KE, Hairston KG, Carnethon MR, Ouyang P, Szklo M, Bertoni AG.;Maturitas. 2016 Sep;;;;;;;;;;;;;;
Biliary effects of liraglutide and sitagliptin; a 12-week randomized placebo-controlled trial in type 2 diabetes patients.;/pubmed/27451030;Smits MM, Tonneijck L, Muskiet MH, Hoekstra T, Kramer MH, Diamant M, Nieuwdorp M, Groen AK, Cahen DL, van Raalte DH.;Diabetes Obes Metab. 2016 Dec;;;;;;;;;;;;;;
Muscle Weakness Is Associated With Diabetes in Older Mexicans: The Mexican Health and Aging Study.;/pubmed/27450948;Peterson MD, McGrath R, Zhang P, Markides KS, Al Snih S, Wong R.;J Am Med Dir Assoc. 2016 Oct 1;;;;;;;;;;;;;;;
Fasting serum C-peptide levels (>1.6ng/mL) can predict the presence of insulin resistance in Japanese patients with type 2 diabetes.;/pubmed/27450881;Yanai H, Hirowatari Y.;Diabetes Metab. 2017 Feb;;;;;;;;;;;;;;;
Type 2 diabetes is an independent negative prognostic factor in patients undergoing surgical resection of a WHO grade I meningioma.;/pubmed/27450761;Nayeri A, Chotai S, Prablek MA, Brinson PR, Douleh DG, Weaver KD, Thompson RC, Chambless L.;Clin Neurol Neurosurg. 2016 Oct;;;;;;;;;;;;;;;
Sleep Duration and Diabetes Risk in American Indian and Alaska Native Participants of a Lifestyle Intervention Project.;/pubmed/27450685;Nuyujukian DS, Beals J, Huang H, Johnson A, Bullock A, Manson SM, Jiang L;;;;;;;;;;;;;;;;
Effect of Sesamin Supplementation on Glycemic Status; Inflammatory Markers; and Adiponectin Levels in Patients with Type 2 Diabetes Mellitus.;/pubmed/27450646;Mohammad Shahi M, Zakerzadeh M, Zakerkish M, Zarei M, Saki A.;J Diet Suppl. 2016 Jul 22:1-12. [Epub ahead of print];J Diet Suppl.  2016;PubMed;citation;PMID:27450646;pubmed;27450646;create date:2016/07/28 | first author:Mohammad Shahi M;;;;;;
Early declines in physical function among aging adults with type 2 diabetes.;/pubmed/27450624;Fritschi C, Bronas UG, Park CG, Collins EG, Quinn L.;J Diabetes Complications. 2017 Feb;;;;;;;;;;;;;;;
Atherogenic dyslipidemia and risk of silent coronary artery disease in asymptomatic patients with type 2 diabetes: a cross-sectional study.;/pubmed/27450534;Valensi P, Avignon A, Sultan A, Chanu B, Nguyen MT, Cosson E.;Cardiovasc Diabetol. 2016 Jul 22;;;;;;;;;;;;;;;
Country in Focus: Indonesia struggles to pay for the increase in diabetes.;/pubmed/27450403;McCall C.;Lancet Diabetes Endocrinol. 2016 Aug;;;;;;;;;;;;;;;
Combination of Sitagliptin and Insulin against Type 2 Diabetes Mellitus with Neuropathy in Rats: Neuroprotection and Role of Oxidative and Inflammation Stress.;/pubmed/27449930;Kelany ME, Hakami TM, Omar AH, Abdallah MA.;Pharmacology. 2016;;;;;;;;;;;;;;;
Association of obesity and overweight with the prevalence of insulin resistance; pre-diabetes and clinical-biochemical characteristics among infertile Mexican women with polycystic ovary syndrome: a cross-sectional study.;/pubmed/27449893;Reyes-Muñoz E, Ortega-González C, Martínez-Cruz N, Arce-Sánchez L, Estrada-Gutierrez G, Moran C, Sánchez-Serrano AP, Higareda-Sánchez R, de la Jara-Díaz JF.;BMJ Open. 2016 Jul 22;;;;;;;;;;;;;;
Periodontitis may be Associated with Gestational Diabetes Mellitus but not Affirmatively.;/pubmed/27449842;Jiang H, Xiong X.;J Evid Based Dent Pract. 2016 Jun;;;;;;;;;;;;;;;
Update review of the safety of sodium-glucose cotransporter 2 inhibitors for the treatment of patients with type 2 diabetes mellitus.;/pubmed/27449721;Carlson CJ, Santamarina ML.;Expert Opin Drug Saf. 2016 Oct;;;;;;;;;;;;;;;
The role of obestatin in Roux-en-Y gastric bypass surgery in the obese; type 2 diabetes Zucker rat.;/pubmed/27449711;Xu X, Wang J, Li L, Wang C, Li W, Zhang Q, Yang L.;Diabetes Res Clin Pract. 2016 Sep;;;;;;;;;;;;;;
Prevalence and comorbidities of double diabetes.;/pubmed/27449710;Merger SR, Kerner W, Stadler M, Zeyfang A, Jehle P, Müller-Korbsch M, Holl RW;;;;;;;;;;;;;;;;
Assessment of the prevalence and risk factors of ophthalmoplegia among diabetic patients in a large national diabetes registry cohort.;/pubmed/27449153;Al Kahtani ES, Khandekar R, Al-Rubeaan K, Youssef AM, Ibrahim HM, Al-Sharqawi AH.;BMC Ophthalmol. 2016 Jul 22;;;;;;;;;;;;;;;
Efficacy of high intensity atorvastatin versus moderate intensity atorvastatin for acute coronary syndrome patients with diabetes mellitus.;/pubmed/27448700;Liu Z, Xu Y, Hao H, Yin C, Xu J, Li J, Wang Y, Xu D.;Int J Cardiol. 2016 Nov 1;;;;;;;;;;;;;;;
Genetic variants in the receptor for advanced glycation end products (RAGE) gene were associated with circulating soluble RAGE level but not with renal function among Asians with type 2 diabetes: a genome-wide association study.;/pubmed/27448675;Lim SC, Dorajoo R, Zhang X, Wang L, Ang SF, Tan CS, Yeoh LY, Ng XW, Li N, Su C, Liu S, Wong MD, Low KM, Yao AO, Babitha J, Fun S, Zhou S, Lee SB, Tang WE, Tavintharan S, Sum CF, Liu JJ.;Nephrol Dial Transplant. 2016 Jul 21. pii: gfw263. [Epub ahead of print];Nephrol Dial Transplant.  2016;PubMed;citation;PMID:27448675;pubmed;27448675;create date:2016/07/28 | first author:Lim SC;;;;;;;;
The rs12917707 polymorphism at the UMOD locus and glomerular filtration rate in individuals with type 2 diabetes: evidence of heterogeneity across two different European populations.;/pubmed/27448670;Prudente S, Di Paola R, Copetti M, Lucchesi D, Lamacchia O, Pezzilli S, Mercuri L, Alberico F, Giusti L, Garofolo M, Penno G, Cignarelli M, De Cosmo S, Trischitta V.;Nephrol Dial Transplant. 2016 Jul 21. pii: gfw262. [Epub ahead of print];Nephrol Dial Transplant.  2016;PubMed;citation;PMID:27448670;pubmed;27448670;create date:2016/07/28 | first author:Prudente S;;;;;;;;
Associations among sleep disturbances; nocturnal sleep duration; daytime napping; and incident prediabetes and type 2 diabetes: the Heinz Nixdorf Recall Study.;/pubmed/27448469;Kowall B, Lehnich AT, Strucksberg KH, Führer D, Erbel R, Jankovic N, Moebus S, Jöckel KH, Stang A.;Sleep Med. 2016 May;;;;;;;;;;;;
Plants used to treat diabetes in Sri Lankan Siddha Medicine - An ethnopharmacological review of historical and modern sources.;/pubmed/27448453;Sathasivampillai SV, Rajamanoharan PR, Munday M, Heinrich M.;J Ethnopharmacol. 2017 Feb 23;;;;;;;;;;;;;;;
Modelling Glucagon Action in Patients with Type 1 Diabetes.;/pubmed/27448377;Emami A, El Youssef J, Rabasa-Lhoret R, Pineau J, Castle J, Haidar A.;IEEE J Biomed Health Inform. 2016 Jul 20. [Epub ahead of print];IEEE J Biomed Health Inform.  2016;PubMed;citation;PMID:27448377;pubmed;27448377;create date:2016/07/23 | first author:Emami A;;;;;;;;
Socio-environmental factors associated with diabetes mellitus among patients hospitalized with schizophrenia in Japan.;/pubmed/27448295;Sado J, Kitamura T, Noma N, Saito M, Azuma H, Azuma T, Sobue T, Kitamura Y.;Environ Health Prev Med. 2016 Nov;;;;;;;;;;;;;;;
Genome-Wide Interaction with Insulin Secretion Loci Reveals Novel Loci for Type 2 Diabetes in African Americans.;/pubmed/27448167;Keaton JM, Hellwege JN, Ng MC, Palmer ND, Pankow JS, Fornage M, Wilson JG, Correa A, Rasmussen-Torvik LJ, Rotter JI, Chen YD, Taylor KD, Rich SS, Wagenknecht LE, Freedman BI, Bowden DW.;PLoS One. 2016 Jul 22;;;;;;;;;;;;;;;
The effects of n-3 long-chain polyunsaturated fatty acid supplementation on AGEs and sRAGE in type 2 diabetes mellitus.;/pubmed/27448155;Kurt A, Andican G, Siva ZO, Andican A, Burcak G.;J Physiol Biochem. 2016 Dec;;;;;;;;;;;;;;;
Skeletal muscle mitochondria as a target to prevent or treat type 2 diabetes mellitus.;/pubmed/27448057;Hesselink MK, Schrauwen-Hinderling V, Schrauwen P.;Nat Rev Endocrinol. 2016 Nov;;;;;;;;;;;;;;;
Diabetes: β-cell heterogeneity - key to unlocking islet regeneration.;/pubmed/27448053;Holmes D.;Nat Rev Endocrinol. 2016 Sep;;;;;;;;;;;;;;;
Viscoelasticity as a measurement of clot structure in poorly controlled type 2 diabetes patients: towards a precision and personalized medicine approach.;/pubmed/27447972;Pretorius E, Bester J.;Oncotarget. 2016 Aug 9;;;;;;;;;;;;;;;
HbA1c levels are associated with severity of hypoxemia and not with apnea hypopnea index in patients with type 2 diabetes: Results from a cross-sectional study.;/pubmed/27447735;Rusu A, Bala CG, Craciun AE, Roman G.;J Diabetes. 2016 Jul 22. doi: 10.1111/1753-0407.12452. [Epub ahead of print];J Diabetes.  2016;PubMed;citation;PMID:27447735;pubmed;27447735;create date:2016/07/23 | first author:Rusu A;;;;;;;;
Guided Bone Regeneration With or Without a Collagen Membrane in Rats with Induced Diabetes Mellitus: Histomorphometric and Immunolocalization Analysis of Angiogenesis and Bone Turnover Markers.;/pubmed/27447161;Jardini MA, Tera TM, Meyer AA, Moretto CM, Prado RF, Santamaria MP.;Int J Oral Maxillofac Implants. 2016 Jul-Aug;;;;;;;;;;;;;;;
Development and Evaluation of a Computer-Based; Self-Management Tool for People Recently Diagnosed with Type 2 Diabetes.;/pubmed/27446961;Booth AO, Lowis C, Hunter SJ, Dean M, Cardwell CR, McKinley MC.;J Diabetes Res. 2016;;;;;;;;;;;;;;
Association of Polymorphisms in STRA6 and RARRES2 Genes with Type 2 Diabetes in Southern Han Chinese.;/pubmed/27446956;Huang HW, Liang BY, Li YX.;Biomed Res Int. 2016;;;;;;;;;;;;;;;
Title;URL;Description;Details;ShortDetails;Resource;Type;Identifiers;Db;EntrezUID;Properties;;;;;;;;
Clinical Findings of Asymptomatic Carpal Tunnel Syndrome in Patients With Diabetes Mellitus.;/pubmed/27446786;Han HY, Kim HM, Park SY, Kim MW, Kim JM, Jang DH.;Ann Rehabil Med. 2016 Jun;;;;;;;;;;;;;;;
Therapeutic effects of soluble dietary fiber consumption on type 2 diabetes mellitus.;/pubmed/27446349;Chen C, Zeng Y, Xu J, Zheng H, Liu J, Fan R, Zhu W, Yuan L, Qin Y, Chen S, Zhou Y, Wu Y, Wan J, Mi M, Wang J.;Exp Ther Med. 2016 Aug;;;;;;;;;;;;;;;
A 3-year follow-up study of β-cell function in patients with early-onset type 2 diabetes.;/pubmed/27446326;Zhou S, Meng X, Wang S, Ren R, Hou W, Huang K, Shi H.;Exp Ther Med. 2016 Aug;;;;;;;;;;;;;;;
MR-Based Assessment of Bone Marrow Fat in Osteoporosis; Diabetes; and Obesity.;/pubmed/27445977;Cordes C, Baum T, Dieckmeyer M, Ruschke S, Diefenbach MN, Hauner H, Kirschke JS, Karampinos DC.;Front Endocrinol (Lausanne). 2016 Jun 27;;;;;;;;;;;;;
The Clinical Link between Type D Personality and Diabetes.;/pubmed/27445869;Conti C, Carrozzino D, Patierno C, Vitacolonna E, Fulcheri M.;Front Psychiatry. 2016 Jun 21;;;;;;;;;;;;;;;
Pulmonary Langerhans Cell Histiocytosis and Diabetes Insipidus in a Young Smoker.;/pubmed/27445532;Earlam K, Souza CA, Glikstein R, Gomes MM, Pakhalé S.;Can Respir J. 2016;;;;;;;;;;;;;;;
Impact of neuropathy on the adherence to diabetes-related self-care activities: a cross-sectional study.;/pubmed/27445464;Timar B, Timar R, Schiller A, Oancea C, Roman D, Vlad M, Balinisteanu B, Mazilu O.;Patient Prefer Adherence. 2016 Jul 1;;;;;;;;;;;;;;;
Job Strain as a Risk Factor for Incident Diabetes Mellitus in Middle and Older Age U.S. Workers.;/pubmed/27445405;Mutambudzi M, Javed Z.;J Gerontol B Psychol Sci Soc Sci. 2016 Nov;;;;;;;;;;;;;;;
Can Diabetes Prevention Improve Health and Save Medicare Money; Does Medicare Care Know; and Why Is This Important?;/pubmed/27445323;O'Donnell MP.;Am J Health Promot. 2016 Jul;;;;;;;;;;;;;
[Health status; quality of life; and use of healthcare resources by patients with diabetes mellitus in Spain].;/pubmed/27445223;García-Soidán FJ, Villoro R, Merino M, Hidalgo-Vega Á, Hernando-Martín T, González-Martín-Moro B.;Semergen. 2016 Jul 18. pii: S1138-3593(16)30098-3. doi: 10.1016/j.semerg.2016.06.004. [Epub ahead of print] Spanish. ;Semergen.  2016;PubMed;citation;PMID:27445223;pubmed;27445223;create date:2016/07/23 | first author:García-Soidán FJ;;;;;;
Mitochondrial oxygen metabolism in primary human lens epithelial cells: Association with age; diabetes and glaucoma.;/pubmed/27445101;Kubota M, Shui YB, Liu M, Bai F, Huang AJ, Ma N, Beebe DC, Siegfried CJ.;Free Radic Biol Med. 2016 Aug;;;;;;;;;;;;;;
Effects of foot complications in patients with Type 2 diabetes mellitus on public healthcare: An analysis based on the Korea National Diabetes Program Cohort.;/pubmed/27445007;Park SY, Rhee SY, Chon S, Ahn KJ, Kim SH, Baik SH, Park Y, Nam MS, Lee KW, Woo JT, Chun KH, Kim YS;;;;;;;;;;;;;;;;
Common variants of HNF1A gene are associated with diabetic retinopathy and poor glycemic control in normal-weight Japanese subjects with type 2 diabetes mellitus.;/pubmed/27445006;Morita K, Saruwatari J, Tanaka T, Oniki K, Kajiwara A, Miyazaki H, Yoshida A, Jinnouchi H, Nakagawa K.;J Diabetes Complications. 2017 Feb;;;;;;;;;;;;;;;
A longitudinal investigation of cognitive function in children and adolescents with type 1 diabetes mellitus.;/pubmed/27444539;Kirchhoff BA, Jundt DK, Doty T, Hershey T.;Pediatr Diabetes. 2016 Jul 22. doi: 10.1111/pedi.12414. [Epub ahead of print];Pediatr Diabetes.  2016;PubMed;citation;PMID:27444539;pubmed;27444539;create date:2016/07/23 | first author:Kirchhoff BA;;;;;;;;
A cohort of children with type 1 diabetes in Greece: predictors of direct costs of care.;/pubmed/27444352;Karachaliou F, Athanasakis K, Tsentidis C, Soldatou A, Simatos G, Kyriopoulos J, Michalakos S, Karavanaki K.;Pediatr Diabetes. 2016 Jul 22. doi: 10.1111/pedi.12408. [Epub ahead of print];Pediatr Diabetes.  2016;PubMed;citation;PMID:27444352;pubmed;27444352;create date:2016/07/23 | first author:Karachaliou F;;;;;;;;
Potential positive impact of group-based diabetes dialogue meetings on diabetes distress and glucose control in people with type 1 diabetes.;/pubmed/27444233;Due-Christensen M, Hommel E, Ridderstråle M.;Patient Educ Couns. 2016 Dec;;;;;;;;;;;;;;;
Testosterone and Voluntary Exercise Promote Angiogenesis in Hearts of Rats with Diabetes by Enhancing Expression of VEGF-A and SDF-1a.;/pubmed/27444229;Chodari L, Mohammadi M, Ghorbanzadeh V, Dariushnejad H, Mohaddes G.;Can J Diabetes. 2016 Oct;;;;;;;;;;;;;;;
Sweet old memories: a review of the experimental models of the association between diabetes; senility and dementia.;/pubmed/27444168;Akinola OB.;Metab Brain Dis. 2016 Oct;;;;;;;;;;;;;;
Epidemiology of Fractures in Diabetes.;/pubmed/27444009;Starup-Linde J, Frost M, Vestergaard P, Abrahamsen B.;Calcif Tissue Int. 2017 Feb;;;;;;;;;;;;;;;
